work_year;experience_level;employment_type;job_title;salary_usd;employee_residence;remote_ratio;company_id;employment_status
2022;4;3;47;599203;40;0;42;1
2022;2;2;5;384205;33;50;79;3
2021;1;1;9;109724;17;50;1;3
2022;1;4;40;576128;24;50;46;4
2021;1;1;4;338869;35;100;72;2
2022;3;3;11;471484;17;0;26;3
2022;2;4;7;592715;48;100;40;1
2021;4;3;28;359552;48;50;59;4
2022;1;2;13;113011;25;0;43;3
2020;1;1;15;240060;12;0;9;1
2020;1;1;43;320025;46;100;86;3
2020;1;3;4;214203;14;100;69;1
2021;3;2;39;559419;47;50;7;3
2020;4;4;4;419957;26;50;42;2
2020;3;1;49;3149;6;50;63;2
2020;2;4;48;7375;36;0;86;2
2021;4;1;26;207518;4;50;25;3
2020;1;1;25;360568;54;100;71;4
2022;3;2;1;190045;21;100;9;1
2022;2;1;9;125775;24;50;58;2
2021;1;4;29;416719;29;0;81;4
2020;3;1;19;6800;13;0;61;3
2020;1;2;8;101594;15;50;49;4
2020;2;3;40;411948;37;0;60;3
2022;2;4;19;379045;55;0;39;1
2021;4;4;33;123945;27;100;66;3
2021;1;3;47;147797;26;0;51;4
2021;4;4;6;165479;53;100;33;3
2021;3;4;20;371299;17;50;5;1
2022;2;2;28;302346;54;50;75;3
2020;4;1;27;527489;50;50;71;1
2021;1;1;44;32602;22;100;50;2
2022;3;1;35;475736;40;50;11;4
2021;3;3;14;518078;38;50;81;1
2020;4;1;43;193205;23;50;55;2
2021;3;4;4;571950;55;100;17;2
2020;4;3;46;105310;1;100;2;3
2020;2;4;39;534699;21;100;98;3
2020;4;3;27;535542;42;100;51;4
2022;2;1;7;188432;21;50;78;1
2022;4;2;21;78526;23;100;44;1
2022;4;3;6;293168;21;100;12;3
2021;2;1;2;74265;13;100;39;1
2021;1;2;39;211104;30;0;34;4
2022;3;1;1;380948;22;0;29;3
2021;1;3;31;400767;6;50;77;1
2021;1;3;27;264392;50;100;60;4
2020;4;2;37;436611;32;100;79;1
2021;3;4;47;246011;52;100;63;3
2022;2;1;32;336987;7;0;70;2
2021;1;3;39;276193;34;0;85;1
2021;1;4;50;198145;40;50;80;3
2020;2;2;33;557371;17;100;39;2
2022;3;1;36;351712;20;0;88;3
2022;1;1;42;61884;34;100;26;2
2022;4;3;28;390526;20;50;44;1
2022;2;3;44;526702;3;100;51;2
2021;2;3;6;227074;19;50;76;2
2020;3;4;46;83022;12;100;53;1
2021;2;1;9;372642;49;0;89;4
2020;4;4;41;555489;52;100;58;1
2020;1;1;27;83218;54;100;43;1
2022;3;1;48;184870;51;0;32;2
2020;1;2;43;570597;29;50;63;3
2022;2;2;20;417562;14;50;16;4
2021;4;1;12;309295;16;100;35;4
2021;2;1;30;559388;8;0;62;2
2022;3;2;31;514162;28;100;1;1
2020;1;4;24;223903;3;100;87;3
2022;1;3;47;523721;45;50;33;3
2022;1;3;1;593317;32;50;52;3
2020;3;4;48;374305;44;100;82;4
2020;4;4;3;422419;47;0;12;2
2022;2;4;26;79147;33;100;77;2
2022;4;4;34;546850;15;100;27;3
2022;1;3;5;405199;12;50;10;1
2022;2;3;30;287405;19;100;45;3
2022;2;1;46;524333;50;50;96;3
2022;3;1;14;272085;18;50;18;4
2020;1;3;13;65303;52;50;49;1
2021;2;1;35;363374;57;0;86;1
2020;4;4;18;262928;55;100;58;2
2020;3;4;9;501852;28;0;16;2
2020;2;3;3;217238;36;50;80;1
2020;3;3;38;528319;17;50;41;1
2021;2;3;6;356000;10;50;61;1
2020;2;2;20;513681;38;0;94;1
2021;1;2;7;236172;24;50;73;4
2021;2;1;10;378748;30;0;99;3
2021;1;4;26;114551;55;0;37;1
2022;2;4;45;370139;20;50;85;3
2021;2;1;20;425797;56;50;34;3
2020;3;1;39;410031;28;0;49;3
2021;3;3;43;3414;21;0;42;2
2021;3;1;20;248504;53;50;68;4
2022;1;1;26;287347;51;50;29;4
2022;2;3;15;482910;30;0;82;3
2020;3;1;21;276373;43;100;53;4
2020;3;3;15;274508;57;50;20;4
2021;3;4;22;24422;24;50;77;2
2020;3;1;5;69556;11;50;10;4
2022;4;3;11;109571;45;0;21;2
2022;1;4;8;436696;27;100;19;3
2020;4;3;40;216671;24;0;51;1
2020;4;2;36;232819;46;100;60;3
2022;2;2;19;294271;51;50;94;2
2020;2;1;6;155317;37;50;38;4
2021;3;1;6;116639;32;50;20;3
2020;4;4;42;122310;27;50;75;4
2021;4;4;38;498364;46;50;54;1
2021;1;1;9;551437;46;50;29;2
2022;1;3;5;14313;2;0;82;4
2022;4;2;19;168063;51;100;36;3
2021;1;4;23;141800;48;0;80;4
2022;3;1;20;230997;48;0;1;3
2022;1;2;19;221855;55;0;22;3
2020;2;3;25;211547;40;0;41;4
2020;2;4;43;189287;20;100;96;3
2021;4;1;39;117976;18;100;59;1
2022;4;3;21;220353;31;0;34;2
2022;1;2;19;376243;51;100;9;2
2021;1;3;8;126652;35;100;100;1
2020;1;1;31;5026;50;50;5;1
2021;2;4;49;238535;9;50;25;1
2021;2;4;32;112404;3;0;27;3
2021;3;1;9;272336;8;100;2;3
2022;1;1;21;83174;21;50;78;2
2020;3;2;12;474805;20;100;34;1
2022;2;1;29;180272;22;0;43;3
2020;3;1;49;461904;28;100;14;1
2022;3;2;37;148965;23;50;81;2
2021;1;1;32;446375;34;50;1;4
2022;1;1;45;567847;56;50;2;2
2022;4;1;32;65121;35;50;4;3
2022;1;4;30;585915;8;0;93;3
2022;4;4;3;192583;2;100;5;1
2022;1;1;10;160317;31;50;72;3
2022;3;4;49;596149;55;50;41;1
2021;1;4;5;483174;45;0;21;1
2021;1;4;22;289894;31;0;50;1
2020;1;4;22;177289;16;50;41;2
2022;3;1;47;53326;46;100;16;2
2021;4;2;47;10229;36;100;77;2
2021;2;1;37;289041;34;0;36;3
2022;1;2;4;342128;18;100;43;2
2021;2;1;25;149787;28;0;31;3
2020;4;4;44;120655;52;0;99;1
2021;3;2;23;484361;54;0;66;2
2021;2;1;15;362981;14;0;33;2
2022;1;3;9;6098;3;0;43;1
2020;1;2;25;340469;12;100;49;1
2021;2;3;43;391321;39;100;49;4
2021;3;1;4;174065;14;100;65;3
2020;3;2;20;258760;31;50;36;4
2020;4;4;49;146325;41;0;36;3
2020;3;3;39;566981;23;50;20;4
2020;1;4;14;559701;51;0;88;2
2022;3;1;23;445408;8;100;7;1
2020;3;4;46;121340;21;50;31;4
2022;4;3;5;341413;18;0;19;3
2020;4;3;21;279560;40;0;55;4
2020;1;1;3;334349;16;0;20;1
2020;1;1;27;429219;45;100;76;1
2021;2;2;15;170277;34;0;62;2
2022;1;3;50;452491;47;50;61;4
2021;1;2;19;94097;47;0;89;2
2020;2;2;24;404175;20;0;31;3
2022;4;4;16;171232;50;100;94;2
2021;4;1;43;538169;36;100;28;1
2021;3;4;29;99951;14;0;69;2
2020;1;4;36;186736;44;100;75;4
2020;1;3;43;403162;36;100;99;3
2020;4;3;4;448709;28;0;90;3
2020;3;3;36;208777;4;100;24;4
2020;3;2;5;195635;57;0;85;2
2021;4;3;18;165507;29;100;82;3
2022;4;4;9;489251;51;100;86;3
2022;1;1;35;594407;9;0;12;1
2021;2;4;1;19023;24;0;27;1
2022;2;2;18;21232;17;0;7;1
2022;2;2;21;31315;8;100;100;2
2020;3;3;34;267851;35;100;84;2
2021;2;2;23;67659;44;0;45;4
2022;2;1;40;571786;32;100;78;1
2022;2;4;36;176203;54;0;46;1
2022;1;3;4;124327;6;100;89;3
2021;4;4;27;348708;24;0;74;4
2022;2;4;1;507111;4;100;12;3
2020;3;1;3;270777;48;50;2;2
2021;2;4;26;412617;40;50;92;3
2022;2;3;1;571460;51;50;83;2
2021;2;3;37;507328;53;50;84;2
2021;4;1;35;363538;45;50;75;3
2021;1;4;1;308791;33;100;25;2
2021;1;4;39;151275;11;0;81;1
2022;3;3;10;204143;20;50;8;3
2021;4;2;7;145329;40;0;52;1
2022;3;4;27;72263;9;0;28;3
2022;3;4;25;432909;52;0;13;3
2021;1;2;17;380434;29;100;71;2
2020;1;2;12;499936;44;100;10;2
2021;1;1;37;312324;48;100;78;1
2020;1;1;2;322207;1;100;49;3
2020;4;3;28;8065;26;50;89;4
2020;3;1;31;285052;16;0;12;1
2020;3;3;29;371277;51;0;92;4
2021;2;1;14;441296;7;50;26;2
2021;3;1;2;449877;47;50;18;1
2020;2;1;40;37252;20;50;37;1
2020;1;3;48;595571;57;50;94;3
2022;4;1;33;499300;5;50;75;3
2021;4;3;27;414655;48;0;94;1
2021;3;4;11;515598;40;50;80;3
2021;1;2;5;222963;2;100;89;3
2021;4;2;28;151761;40;0;52;3
2022;2;4;45;209044;31;100;77;2
2021;3;2;30;531456;23;0;9;2
2021;4;2;33;321434;28;100;72;2
2021;3;1;48;21812;9;50;70;3
2021;2;3;14;323105;56;0;56;4
2022;3;1;27;345502;38;50;79;4
2020;3;3;18;489364;33;100;27;4
2020;2;4;33;130738;44;50;92;1
2020;4;3;30;258329;47;0;40;4
2020;3;4;14;60556;16;100;25;3
2022;2;2;19;509205;54;100;53;3
2022;4;1;37;376592;2;100;31;3
2022;2;3;50;349230;16;50;56;2
2021;1;1;35;240861;19;50;29;2
2022;1;4;2;566062;5;0;70;4
2022;2;1;47;460609;52;0;53;4
2020;1;2;3;346673;54;50;1;4
2021;3;1;25;231536;1;50;100;1
2022;1;1;24;280996;50;50;72;2
2022;1;4;49;355742;10;0;5;4
2022;3;2;7;196341;56;50;17;3
2022;2;1;21;7999;21;0;99;4
2021;4;4;12;567804;1;50;50;4
2021;1;4;10;297777;22;100;79;2
2021;4;1;9;467115;35;0;83;3
2021;3;3;30;36995;53;0;10;4
2021;4;2;25;295018;24;100;71;4
2021;3;4;31;300890;26;50;73;2
2021;2;3;32;202656;19;100;89;3
2021;4;2;3;5397;26;0;52;1
2021;1;4;28;243034;10;50;61;2
2022;2;3;35;478157;1;100;78;4
2022;1;1;33;48329;22;100;42;4
2022;1;4;31;178876;39;50;5;3
2020;1;1;17;256462;53;0;43;2
2020;2;2;24;596351;51;0;64;2
2022;3;1;18;159273;17;0;75;1
2022;1;1;40;487426;50;100;7;2
2021;4;2;13;136857;8;0;76;3
2020;3;3;15;324817;56;50;63;4
2020;2;2;27;208112;24;50;37;1
2021;4;3;40;208677;17;0;52;4
2020;3;1;49;34224;12;100;47;4
2021;4;1;8;268146;45;50;33;4
2020;3;1;26;346497;32;100;79;4
2022;4;2;38;577744;25;50;36;4
2021;1;4;19;456649;49;0;39;3
2021;1;2;29;244448;34;0;15;1
2021;4;4;36;534316;22;0;9;2
2020;4;2;7;339247;36;100;71;1
2021;2;4;41;335466;43;0;22;3
2022;1;2;17;493362;51;100;84;2
2021;2;3;26;55805;33;100;45;4
2022;3;1;10;120817;36;100;56;1
2021;1;2;47;448961;12;50;7;3
2020;2;1;32;198415;15;100;83;4
2020;2;1;19;441414;34;50;41;1
2020;3;3;10;206009;38;0;63;1
2021;3;2;25;50320;22;100;17;3
2022;2;2;22;413612;26;0;70;2
2022;3;4;2;165462;43;50;82;4
2020;2;4;22;256964;29;100;87;2
2020;4;1;19;227044;2;50;82;3
2021;4;3;5;394160;15;0;27;2
2020;4;2;19;281482;43;100;51;2
2020;4;4;28;432087;11;100;65;4
2022;3;1;43;594140;35;0;88;3
2021;1;2;21;169882;53;50;9;4
2021;1;2;3;70189;40;0;21;1
2020;4;1;38;191325;45;0;56;2
2020;4;4;11;186595;47;50;92;1
2021;3;2;34;124988;35;50;97;3
2022;4;2;25;58281;24;100;37;1
2021;1;2;43;294140;57;50;40;3
2022;1;3;18;379209;4;100;29;3
2022;4;1;42;594068;35;0;61;2
2021;2;1;36;162851;41;50;92;2
2021;1;4;22;66038;8;100;80;3
2022;3;2;25;599401;14;0;85;1
2021;1;3;14;41063;50;50;99;1
2020;4;4;29;267888;32;100;95;4
2021;3;4;38;319244;30;0;19;2
2021;3;2;46;286898;2;50;7;4
2021;3;4;36;467037;20;50;7;2
2022;4;1;46;116710;6;100;1;3
2021;3;1;6;105250;5;0;50;4
2020;4;1;6;12284;50;50;81;3
2020;4;2;37;110282;27;0;84;1
2022;3;4;23;377057;2;0;26;3
2021;4;1;39;547466;45;100;12;4
2021;4;1;21;209884;47;100;68;3
2022;1;3;36;88503;34;100;14;1
2021;1;1;48;2742;40;50;23;1
2022;2;3;47;586072;26;50;94;1
2020;2;1;13;591522;35;50;33;1
2021;2;4;10;577142;40;50;23;3
2020;3;3;34;416752;27;50;45;1
2022;2;4;41;549725;23;100;77;3
2021;1;2;17;587284;13;50;14;2
2020;3;2;4;2723;36;50;39;3
2022;4;4;10;562289;56;0;83;3
2020;1;3;39;452155;34;0;19;3
2022;1;4;19;41029;25;50;68;4
2021;2;3;45;76230;10;50;67;4
2022;4;4;15;71811;32;0;67;2
2021;1;3;24;252767;53;50;6;2
2020;3;1;50;283915;34;100;73;4
2022;4;3;12;319988;20;100;42;1
2022;4;4;18;69095;5;50;56;2
2022;4;3;45;324620;20;50;85;1
2020;3;3;29;126861;19;100;74;2
2021;3;3;9;536778;32;100;10;2
2020;1;2;25;25886;55;100;97;3
2020;3;3;19;359422;11;50;46;3
2020;1;3;1;283453;14;100;6;4
2021;2;2;38;275230;13;50;19;4
2022;2;2;35;257946;57;0;54;3
2022;1;1;7;330304;41;100;83;4
2022;2;2;19;476859;1;50;23;4
2021;1;1;36;225384;19;0;52;1
2021;1;3;45;506974;27;100;34;4
2022;1;1;34;508449;5;0;5;3
2021;2;4;39;375275;35;100;8;1
2020;3;3;16;123538;6;0;7;2
2020;1;3;17;13855;47;50;90;3
2021;1;4;21;82920;12;0;31;2
2020;4;2;24;328353;27;50;20;1
2020;1;2;41;77769;43;100;13;3
2022;2;4;34;206626;11;100;87;4
2020;1;4;7;529634;43;100;80;2
2020;2;2;20;120761;52;50;23;3
2020;2;4;24;307192;14;100;23;2
2021;4;1;23;264447;31;50;43;1
2022;2;3;15;197872;29;0;75;1
2020;2;1;47;566128;27;0;75;2
2022;1;2;48;415800;20;50;80;3
2021;1;2;31;574871;21;100;53;1
2021;1;3;34;450090;6;0;74;4
2021;1;4;34;434880;40;0;63;4
2021;3;3;9;184811;16;0;7;4
2022;3;4;13;598595;40;50;75;1
2022;3;4;41;71526;44;50;13;3
2022;4;2;45;259470;10;0;2;3
2021;2;3;45;495269;8;100;67;3
2020;4;2;5;91117;54;100;17;4
2020;2;4;6;272937;23;50;64;4
2021;3;1;21;256592;45;100;35;3
2021;4;4;18;518351;23;100;41;4
2022;4;2;18;213677;34;50;61;3
2021;3;4;23;395426;46;100;18;4
2021;4;3;15;201829;11;0;63;1
2022;4;2;1;6745;14;100;91;4
2021;3;4;36;294714;16;50;25;3
2020;3;1;8;363960;39;100;19;2
2022;3;2;26;447673;43;50;57;3
2021;1;2;30;240047;22;100;27;4
2020;1;4;4;555486;34;0;72;1
2022;2;3;15;598158;3;50;43;2
2021;4;2;48;517994;57;50;13;4
2022;3;2;22;298738;44;100;66;3
2021;4;3;14;92325;50;50;95;4
2021;3;2;30;466492;43;100;5;4
2022;2;3;13;300477;3;100;77;3
2020;4;3;33;531275;43;100;11;3
2021;4;4;22;12243;48;100;82;4
2022;2;4;15;11162;39;0;27;1
2022;4;4;34;445257;29;0;12;4
2022;1;3;36;19206;12;50;49;2
2020;3;3;30;426586;13;0;46;1
2020;4;3;1;243464;37;100;86;1
2022;2;3;36;372151;41;0;75;1
2022;1;3;27;337303;8;100;17;4
2022;3;1;2;217855;50;0;77;2
2022;2;1;33;543913;12;0;64;3
2022;1;1;16;237066;14;50;41;1
2021;3;2;31;340196;1;0;52;4
2021;1;2;33;98405;44;50;95;4
2021;4;3;43;176482;31;50;56;1
2021;1;4;34;4511;51;100;65;4
2022;2;2;49;415173;27;100;53;1
2021;2;3;4;75429;23;50;10;4
2020;4;4;6;39479;23;50;54;3
2021;3;1;6;281442;20;50;42;3
2022;3;4;35;212503;24;50;9;4
2021;1;1;45;239979;19;100;16;1
2020;3;1;3;241601;2;100;11;2
2020;4;3;5;379620;13;50;52;2
2020;2;3;22;26389;55;100;56;1
2020;2;1;21;195863;4;0;48;2
2020;4;1;1;57413;2;100;37;3
2021;2;4;49;411075;17;50;50;3
2021;3;2;42;30072;35;0;51;2
2020;4;1;34;452318;55;50;2;4
2020;4;1;48;151910;56;100;81;3
2022;4;3;2;454897;9;50;42;1
2022;3;3;29;232694;32;100;66;3
2022;3;2;31;191950;22;0;64;2
2022;3;1;26;261073;2;50;83;4
2021;4;4;45;412452;44;50;76;4
2020;2;1;21;230025;33;50;10;1
2021;1;2;33;57945;34;0;4;2
2021;4;2;13;5190;5;0;21;2
2021;2;1;45;105080;8;0;26;2
2020;2;4;30;385730;1;50;47;2
2021;2;2;50;177599;16;100;1;1
2020;2;4;5;585778;8;100;80;1
2022;2;1;8;19006;37;100;60;2
2020;2;4;2;490223;39;0;89;3
2020;1;2;20;351444;32;50;5;1
2020;4;3;2;469881;1;50;97;3
2021;1;1;24;581711;1;50;25;1
2021;1;4;43;461889;13;100;7;4
2021;2;4;1;451164;51;0;12;1
2022;3;2;44;172587;14;100;61;1
2022;2;2;4;78564;45;50;30;3
2022;4;4;31;152856;9;0;79;2
2020;4;4;23;89054;3;50;20;1
2020;4;1;33;114386;10;50;22;3
2022;3;2;3;264185;18;100;70;2
2021;3;3;47;417733;13;100;1;1
2021;1;4;18;10664;15;0;8;2
2022;3;3;2;596852;7;50;64;4
2022;3;1;9;543701;26;100;11;2
2022;4;1;5;440084;28;50;6;2
2020;1;4;26;578164;47;50;68;1
2021;1;4;41;109129;44;50;66;3
2022;2;3;38;545549;48;100;51;1
2020;2;2;25;224483;32;0;53;1
2020;2;1;31;374651;26;100;19;4
2022;3;4;43;262998;23;100;21;2
2021;3;1;38;318722;40;100;50;1
2021;1;2;15;449478;55;0;33;1
2021;2;4;10;335561;56;100;97;1
2022;4;4;13;535771;29;100;11;2
2022;2;1;24;163334;10;100;15;2
2021;2;3;19;337214;14;100;20;3
2022;2;4;11;531297;7;100;72;3
2021;1;2;35;468210;23;50;50;4
2021;3;1;24;35445;51;0;5;1
2021;4;3;35;99441;51;100;50;1
2020;3;1;31;299622;15;50;27;2
2022;1;1;19;270353;43;100;31;3
2022;3;3;43;564810;24;50;66;4
2021;1;2;6;221555;51;0;72;1
2022;1;2;27;495093;51;0;65;4
2020;4;4;28;286754;5;100;5;3
2020;3;4;19;61481;20;0;25;4
2021;1;1;42;239704;29;100;41;3
2020;1;3;22;19870;26;100;48;1
2021;2;3;28;99499;55;0;5;2
2021;2;4;29;595992;26;100;6;3
2022;3;2;30;553376;22;0;47;1
2021;2;2;42;107985;16;50;16;1
2020;1;3;1;192671;29;100;19;4
2022;1;3;21;15668;35;0;14;2
2021;1;4;10;176291;15;0;8;1
2022;1;4;4;485411;36;0;40;4
2021;4;4;32;211496;11;100;16;1
2020;1;4;29;280531;51;50;54;2
2020;4;4;13;433843;43;0;94;1
2021;3;2;6;483191;14;100;16;4
2020;1;2;29;554494;28;50;13;2
2021;1;4;43;101665;49;50;94;1
2022;3;4;42;67029;10;100;14;1
2022;1;3;4;429008;57;0;28;2
2020;2;1;47;69147;55;0;98;4
2022;1;3;13;248883;43;0;11;4
2022;4;3;45;508568;22;0;47;3
2021;1;3;35;308545;39;50;23;3
2022;1;2;25;469106;9;0;20;2
2020;3;2;35;68125;4;100;97;2
2021;2;3;36;310326;49;0;77;1
2021;3;4;21;378881;47;50;85;3
2022;2;3;34;375635;36;100;1;1
2021;3;3;46;102210;49;0;33;1
2022;2;4;41;486168;43;50;54;2
2022;3;1;13;528687;20;100;48;1
2021;4;2;35;346197;38;0;45;3
2021;4;3;7;489779;22;50;61;2
2020;4;2;3;50800;35;100;12;3
2021;4;4;19;99452;4;0;67;3
2021;2;2;32;197787;31;100;61;4
2020;4;2;2;142131;40;100;24;1
2022;1;2;3;311177;19;100;82;2
2020;3;3;18;580451;13;50;47;2
2021;4;1;28;415466;51;100;60;3
2020;3;2;35;165650;16;50;81;4
2020;2;4;25;445622;50;0;54;4
2022;2;2;44;378879;33;50;72;1
2020;3;1;10;566125;8;0;80;2
2020;3;4;19;536753;26;100;8;4
2020;2;4;17;351785;20;50;56;3
2022;1;4;32;210411;18;0;71;4
2021;3;3;44;223076;12;0;11;4
2022;3;2;4;58380;3;0;20;2
2021;1;4;33;336340;22;50;51;4
2022;4;1;32;142507;41;50;1;2
2022;1;4;3;458206;18;50;34;4
2021;4;4;21;437410;14;0;46;1
2022;3;2;18;61814;10;100;42;3
2022;3;3;8;337079;19;50;36;3
2021;4;2;36;399425;29;0;91;3
2020;4;2;19;17694;30;0;64;2
2021;1;2;34;459721;54;100;38;1
2021;4;2;2;599621;31;0;18;1
2022;3;3;33;92649;2;100;91;4
2022;4;2;25;11858;4;100;68;3
2021;3;4;31;571358;10;0;9;4
2020;2;4;39;442241;32;0;59;4
2022;4;2;6;34509;34;50;37;1
2020;1;3;42;112180;34;0;88;2
2022;4;2;40;323403;6;100;6;4
2021;2;3;13;323220;14;50;35;2
2020;1;2;41;42626;46;50;63;1
2021;3;1;26;268727;46;50;36;4
2020;4;4;23;248876;11;100;38;4
2022;4;4;36;492981;1;50;29;2
2021;3;4;10;135037;8;100;59;2
2022;2;3;28;490168;30;100;81;2
2020;1;4;28;288328;48;50;59;4
2022;1;1;43;185284;12;100;71;2
2022;2;3;11;275242;34;50;24;3
2021;1;1;49;338665;11;100;10;2
2021;1;3;37;81607;42;100;32;1
2022;3;4;31;206756;27;100;32;4
2020;2;1;38;555344;57;0;76;2
2020;1;3;26;311100;13;0;56;2
2021;4;3;42;322219;44;100;45;1
2020;3;3;2;385063;3;100;98;2
2020;2;1;27;105975;35;0;10;2
2021;2;2;25;444721;55;100;43;1
2022;2;4;44;263560;24;50;89;2
2022;4;4;50;149008;12;0;65;4
2021;3;4;20;549892;44;0;79;4
2022;3;4;20;5598;8;50;62;2
2022;2;3;32;250898;48;50;75;4
2021;2;2;6;58650;47;100;54;2
2021;4;3;6;142071;46;100;15;1
2022;2;4;17;166044;33;0;32;1
2022;1;2;49;491682;55;50;75;3
2021;3;1;42;74753;20;50;53;3
2020;3;2;18;419756;53;50;28;3
2022;4;1;20;375818;7;50;32;1
2020;3;3;42;496156;24;0;87;2
2022;2;1;2;307565;39;100;15;3
2022;2;4;24;539258;24;100;41;3
2021;2;4;48;223347;31;0;94;3
2021;1;3;2;530997;25;50;77;4
2021;1;2;18;500565;48;100;65;3
2022;2;3;42;353479;16;100;89;1
2022;4;4;38;566500;13;50;56;1
2022;4;4;1;415879;16;50;59;1
2022;4;2;35;231282;41;0;92;3
2020;1;2;29;227146;28;0;20;3
2020;3;4;18;203680;29;50;38;4
2021;2;1;23;406828;46;100;30;4
2021;4;2;33;427060;52;50;82;4
2020;1;2;9;214719;30;100;33;1
2021;2;4;12;412256;12;0;80;2
2022;3;3;7;38722;12;50;4;1
2022;1;4;8;231125;57;0;43;1
2022;3;3;10;230140;19;0;5;4
2020;2;4;8;224358;4;50;14;1
2021;1;1;47;412806;34;0;87;3
2021;2;4;39;65438;51;100;24;3
2022;2;2;35;534007;42;50;19;4
2022;4;2;42;491271;26;50;88;2
2022;1;2;50;361233;14;50;57;2
2021;1;4;34;32412;29;0;95;4
2022;1;3;45;106271;45;100;23;2
2022;4;1;17;531699;36;0;86;1
2020;4;1;50;260689;16;0;16;1
2021;2;2;1;200262;18;0;54;2
2022;2;3;14;116350;25;100;71;1
2020;1;4;18;552831;26;0;82;4
2020;3;2;13;276821;53;50;49;3
2021;4;3;48;82240;6;0;38;3
2021;1;2;11;145097;4;50;35;3
2022;1;4;15;280966;53;50;38;2
2020;1;4;10;585663;21;50;70;1
2022;3;4;3;496604;52;50;75;2
2021;2;3;5;555111;43;100;100;4
2020;3;1;27;113144;8;100;94;4
2022;2;4;22;149076;35;100;25;2
2021;3;2;14;544602;23;0;63;2
2020;2;1;14;465161;20;100;27;4
2020;1;2;16;329839;7;100;67;2
2020;2;2;35;325508;31;50;4;3
2020;2;1;7;314014;52;0;35;2
2020;4;3;4;150389;30;50;91;2
2021;2;1;10;105716;42;0;51;2
2021;2;2;42;124440;17;100;22;1
2021;4;1;32;299843;39;100;82;2
2021;3;3;13;501405;25;50;22;3
2020;3;1;39;141425;57;0;65;4
2022;2;4;9;475547;38;50;20;3
2020;1;4;47;515393;18;50;77;3
2020;2;2;22;8195;16;0;20;3
2020;2;4;16;92269;11;0;12;3
2020;2;2;15;201296;54;0;1;3
2022;1;1;22;468273;25;100;95;2
2022;2;2;47;346037;31;50;62;1
2022;2;3;24;462243;48;0;47;1
2020;4;2;33;221962;5;50;98;2
2020;1;4;49;166233;17;50;7;2
2021;1;3;5;104649;17;50;95;2
2021;3;4;47;390865;21;100;35;3
2022;4;4;41;62221;18;50;89;3
2020;4;1;25;57647;57;100;45;3
2021;2;4;49;471959;34;0;96;1
2020;4;4;19;543562;50;100;52;4
2021;1;4;31;591306;54;50;75;3
2021;4;1;27;428826;56;50;3;3
2020;4;4;11;66347;15;0;48;3
2020;1;1;45;294070;30;50;8;3
2022;1;2;1;31771;55;100;88;3
2021;1;3;22;104419;37;50;66;3
2020;3;3;19;317969;57;0;4;2
2022;2;2;24;319488;45;50;16;2
2021;2;4;15;271121;45;100;80;3
2020;3;3;50;66346;38;0;90;2
2021;3;2;37;57459;33;50;90;1
2021;4;3;36;445056;33;50;53;4
2022;4;1;46;274842;12;0;100;4
2021;2;3;20;231943;28;100;18;1
2021;4;3;2;545519;42;0;29;3
2020;2;3;49;519196;57;0;50;1
2021;4;1;7;495428;38;50;75;4
2020;2;2;14;191969;19;0;69;2
2020;3;3;20;15697;48;0;52;2
2021;2;4;45;395024;50;50;9;2
2022;1;2;19;206992;51;100;3;4
2022;1;1;11;433228;15;100;29;2
2022;4;2;40;352429;56;0;3;2
2021;3;4;44;51161;2;0;13;2
2022;1;3;27;545332;36;0;41;1
2022;1;1;45;123003;10;100;84;3
2021;2;1;15;23849;1;100;41;4
2022;3;3;45;90364;41;100;31;2
2021;3;3;32;283730;17;100;77;2
2021;4;4;31;218830;1;100;24;2
2022;1;3;24;411743;44;50;52;3
2020;3;3;17;529344;21;100;80;4
2020;2;3;36;407891;41;100;37;2
2022;4;1;17;315618;14;100;81;3
2022;4;4;12;233426;29;50;4;2
2020;1;1;16;246045;1;50;31;1
2020;1;2;17;84180;21;50;96;2
2022;4;2;40;214142;51;50;21;3
2020;3;2;44;394974;52;0;9;3
2021;4;3;23;412098;30;0;18;1
2020;4;3;30;415349;32;0;60;2
2020;2;2;28;382769;8;100;37;1
2022;4;3;50;42660;14;50;58;4
2020;3;4;6;13501;45;100;58;3
2022;3;4;21;9851;46;0;21;4
2022;4;1;40;435850;51;100;38;2
2021;4;3;4;35331;19;50;44;2
2021;1;4;32;304431;40;100;51;2
2020;4;2;14;9609;45;0;37;4
2021;1;3;19;65955;44;0;86;1
2020;4;3;35;139979;7;0;75;3
2022;4;1;5;178357;24;0;1;1
2021;4;2;13;173394;50;50;83;1
2022;2;1;1;105421;19;50;64;1
2021;3;2;1;212120;19;0;57;1
2022;3;2;42;294016;36;100;88;1
2020;3;3;24;592640;4;0;98;1
2022;2;2;15;193329;37;0;74;3
2020;3;3;49;292491;56;50;47;3
2022;4;3;44;345236;19;100;83;3
2021;3;4;5;217567;1;50;70;3
2020;1;1;25;197522;13;100;3;3
2022;4;4;34;350583;9;0;11;1
2020;1;2;17;119669;2;100;62;4
2021;2;3;48;97660;15;100;72;2
2021;3;3;33;377357;2;100;82;1
2020;1;1;41;285972;56;100;64;4
2021;3;4;26;461060;48;100;23;4
2021;4;3;50;185725;22;100;8;4
2022;3;1;32;402778;7;100;95;2
2020;3;3;48;464780;4;100;87;1
