work_year;experience_level;employment_type;job_title;salary_usd;employee_residence;remote_ratio;company_id;employment_status
2021;4;1;32;264096;26;3;93;3
2022;4;2;40;266533;36;3;17;4
2022;2;1;23;303939;55;1;51;4
2022;2;4;38;96065;9;2;63;2
2020;2;3;4;59614;10;3;90;3
2021;4;1;23;411745;17;2;24;1
2021;4;1;3;406341;29;3;37;4
2020;1;2;5;225092;41;3;80;3
2021;1;1;27;236945;3;3;23;4
2021;4;3;50;58404;17;3;100;4
2020;3;3;15;22483;20;1;51;4
2021;3;1;5;584742;42;2;7;3
2022;3;1;26;116566;3;3;40;3
2020;4;1;50;126489;4;3;81;1
2022;2;3;10;401680;14;1;36;4
2022;2;1;6;308958;54;1;78;1
2021;1;2;13;363486;54;3;42;4
2020;4;1;5;464793;13;2;53;1
2021;3;4;11;167018;31;3;67;1
2021;2;4;22;491821;25;3;60;3
2020;3;4;48;187523;28;2;55;4
2022;4;1;39;104436;4;2;17;1
2021;4;4;48;82887;25;3;34;3
2020;4;4;6;177539;4;2;95;2
2021;3;2;4;230665;43;1;24;3
2021;3;2;6;204680;17;3;29;1
2022;1;1;29;101605;19;1;29;1
2022;2;3;18;320109;35;3;67;3
2020;3;2;29;415229;35;3;77;2
2020;4;1;44;294557;42;2;70;4
2021;4;3;33;342887;38;3;59;2
2021;4;2;17;428202;50;2;48;3
2022;2;2;14;42925;1;1;33;2
2020;2;1;24;542858;45;1;69;4
2021;3;4;29;570630;56;1;33;1
2020;3;3;42;542467;31;3;22;2
2020;2;1;22;481269;49;1;2;3
2020;1;2;47;477317;36;3;1;4
2021;2;2;20;184513;4;3;34;3
2022;4;2;28;463128;7;1;95;2
2022;1;3;31;467142;56;2;78;2
2022;1;1;37;35598;7;2;58;1
2020;3;4;43;164838;19;1;27;3
2020;1;3;42;296932;6;1;43;4
2022;2;1;8;29857;3;1;84;1
2020;3;2;39;501306;47;3;75;2
2022;1;1;27;122946;41;1;14;4
2020;3;4;46;33574;18;1;13;2
2021;1;2;14;478735;41;2;22;1
2021;1;1;24;528911;52;1;4;3
2022;1;3;46;434478;10;2;74;3
2021;3;3;38;143993;39;2;56;2
2020;1;3;23;189887;16;1;42;2
2022;3;4;11;98573;48;1;48;4
2020;3;1;9;423618;53;3;52;3
2022;2;3;12;15418;22;2;14;1
2021;4;1;45;145656;35;3;55;1
2021;3;4;49;598691;55;1;56;3
2020;4;2;9;339335;53;3;56;1
2021;1;1;25;24423;8;2;20;4
2022;3;3;1;164035;49;3;25;1
2020;1;3;11;136495;3;2;99;2
2022;3;1;23;28133;55;3;35;2
2022;3;4;23;331038;4;3;60;4
2022;2;3;18;203498;36;2;50;3
2022;2;2;14;430300;33;3;90;2
2020;1;1;18;599369;31;3;78;3
2021;1;2;46;524747;47;1;86;2
2020;2;2;2;349014;11;2;80;2
2021;3;1;7;4457;57;3;18;1
2020;4;3;27;169927;34;1;29;2
2020;2;4;3;493893;3;2;96;3
2021;3;3;48;209636;26;3;19;1
2020;2;2;36;78707;38;1;87;1
2021;2;3;24;131373;57;1;87;1
2022;3;4;44;506520;50;3;34;2
2021;1;3;34;438356;17;3;22;1
2022;2;1;50;285828;8;3;35;4
2021;1;3;25;420024;15;3;72;2
2022;4;2;35;458661;25;2;77;4
2020;4;3;40;143608;45;3;63;1
2021;3;3;10;537540;12;2;33;4
2022;2;4;26;278849;34;1;74;2
2020;4;4;40;133396;37;1;45;4
2022;2;2;47;224972;54;1;5;2
2020;3;4;29;245490;52;1;44;1
2021;4;4;48;125553;22;2;72;2
2022;4;2;43;262825;46;3;64;3
2020;1;1;35;127520;12;2;83;4
2021;2;2;20;477584;16;2;82;2
2022;2;2;35;534789;49;1;96;2
2020;4;1;7;220749;7;1;85;4
2022;4;4;8;446963;18;2;14;3
2020;3;2;17;422691;26;2;98;2
2020;2;4;47;534203;54;1;94;2
2022;2;2;3;128591;5;2;55;2
2021;1;3;12;143547;39;2;79;2
2022;1;3;4;423915;39;2;61;1
2022;4;3;34;60665;25;1;12;1
2021;4;1;2;565851;7;2;54;2
2021;1;1;4;239539;8;2;75;2
2021;3;2;46;477629;56;3;59;4
2022;1;1;40;560138;41;3;45;3
2020;3;2;41;351780;20;3;39;1
2022;2;3;1;463413;22;1;36;2
2022;2;4;4;596302;13;3;14;2
2020;1;1;5;216328;4;3;81;3
2022;3;1;15;90866;6;3;29;3
2021;1;4;29;587354;47;1;80;3
2021;4;2;42;182157;8;1;21;3
2022;2;2;25;565588;52;2;40;2
2022;3;2;43;409861;42;1;68;4
2022;2;1;27;253228;44;3;87;2
2021;2;2;7;259665;11;1;82;4
2022;2;3;9;519350;3;3;70;3
2021;4;4;45;312322;3;2;100;2
2020;1;1;10;29202;31;1;80;1
2021;2;4;41;54459;32;3;100;4
2021;1;2;7;286760;45;2;97;2
2020;2;2;26;127643;53;2;82;4
2020;4;3;40;458019;27;3;22;1
2021;3;1;39;576772;16;1;4;3
2022;3;1;16;449670;17;2;29;3
2020;4;1;10;425777;42;2;9;3
2022;3;4;23;329404;34;2;3;2
2021;2;1;21;303342;39;3;78;2
2020;1;4;4;435594;33;1;96;1
2022;3;3;9;270336;43;1;68;1
2020;3;2;1;427264;13;1;39;2
2021;1;2;9;565495;26;1;75;2
2020;4;3;45;322918;34;1;100;3
2022;4;3;42;395118;1;2;59;3
2022;3;1;36;302601;28;1;84;3
2021;1;2;4;66230;30;1;19;3
2022;4;4;35;469055;52;2;19;3
2020;2;4;28;236892;2;1;37;2
2021;4;4;20;423889;50;2;32;2
2021;3;1;13;356767;49;1;50;3
2022;3;1;18;539550;43;3;39;2
2020;3;2;6;86730;22;2;47;2
2022;3;2;38;84902;48;2;2;1
2021;3;4;37;427093;29;2;68;4
2020;4;4;37;270027;57;1;22;4
2020;1;3;12;576728;52;2;28;4
2021;3;4;48;252323;2;1;5;2
2021;2;4;24;278413;29;3;89;4
2020;2;4;31;257064;46;3;58;4
2022;2;1;13;319683;19;1;33;3
2022;1;1;26;542499;57;1;19;3
2021;1;2;8;365633;14;1;84;1
2020;4;2;15;501808;17;3;61;4
2021;3;1;32;181374;35;2;30;2
2020;1;3;44;351496;56;3;3;2
2022;3;1;2;301920;54;1;68;3
2020;2;2;17;572353;26;2;63;1
2021;2;3;35;90045;43;2;91;4
2022;2;3;28;486253;46;3;24;4
2020;4;4;11;427165;24;2;7;4
2022;2;2;14;313584;13;2;83;4
2021;1;4;19;520982;12;3;7;4
2021;1;2;29;481690;37;2;56;2
2022;2;2;16;215391;9;3;99;4
2022;2;2;18;512876;48;1;52;4
2020;2;1;3;110848;29;2;62;3
2022;4;3;8;551486;10;1;53;1
2020;1;3;38;399606;22;1;27;3
2020;2;4;36;343759;32;3;43;4
2020;2;4;1;403046;4;1;85;2
2022;1;3;47;59638;49;2;18;1
2021;1;4;49;278905;42;3;18;2
2022;2;4;42;57042;10;1;30;3
2021;1;2;47;181018;10;1;59;2
2022;2;4;36;450740;14;3;35;4
2021;3;4;16;109402;30;3;39;3
2021;2;1;26;338410;22;1;53;4
2022;1;4;43;239145;40;2;54;1
2020;2;1;33;261576;35;3;21;3
2021;1;2;27;179609;52;2;46;1
2022;1;3;47;294093;13;3;3;3
2022;1;3;14;369177;35;1;4;3
2022;3;3;19;310664;28;1;93;1
2020;3;2;17;275360;1;1;44;4
2021;1;3;12;58209;54;2;79;1
2020;3;3;18;274566;29;3;28;4
2020;2;2;14;556414;43;1;17;3
2021;3;2;34;387067;18;1;36;4
2021;3;2;50;495900;46;1;51;2
2021;4;1;4;561412;13;1;70;1
2020;1;1;31;21710;15;3;9;1
2022;3;1;10;19662;16;1;7;2
2022;3;2;11;121645;30;2;82;4
2020;4;1;25;333169;5;3;96;3
2021;3;2;44;410445;31;3;59;3
2020;2;1;19;66629;45;2;73;4
2021;4;3;39;246149;7;3;49;4
2022;3;3;33;593214;44;1;4;4
2021;2;2;13;401804;5;3;9;2
2022;4;3;24;272855;49;1;11;4
2020;2;4;28;485148;56;3;57;1
2022;2;2;47;569894;13;3;40;3
2021;1;4;44;451576;18;3;39;3
2020;2;2;40;587196;37;2;29;1
2022;2;3;31;474599;56;1;50;2
2020;3;3;8;226483;33;2;56;4
2022;2;1;26;67915;35;2;9;1
2022;2;4;37;545102;9;2;57;1
2022;1;4;47;351059;21;3;69;2
2020;2;2;16;368026;47;2;82;2
2022;4;1;17;18046;33;1;11;1
2022;3;2;47;109688;3;1;37;3
2022;3;2;22;345519;44;2;3;3
2022;4;2;20;597304;13;2;36;2
2021;4;2;34;405649;57;3;1;1
2021;4;4;25;461122;13;2;76;4
2020;2;1;5;575246;14;1;3;3
2022;1;3;27;202594;20;2;28;2
2020;1;1;12;116316;41;3;51;3
2022;3;3;35;364518;24;1;50;4
2022;4;2;49;122975;19;3;66;2
2021;1;4;21;92293;18;2;84;2
2020;3;4;40;195078;11;1;93;4
2022;3;1;45;526745;42;2;78;4
2020;1;3;1;25810;41;3;14;3
2020;2;4;48;360905;54;2;86;3
2020;1;3;30;252120;16;2;87;4
2022;2;4;33;246936;25;3;26;4
2020;3;4;28;62784;13;1;48;3
2020;2;3;23;292410;1;2;70;4
2020;1;1;21;142175;49;2;41;4
2021;4;2;17;18219;15;1;61;4
2021;1;3;8;374705;53;1;29;2
2022;1;3;45;356634;8;2;64;1
2020;3;4;22;472777;38;1;6;1
2020;4;1;12;18094;19;2;69;2
2020;4;2;4;268313;33;3;34;4
2020;1;1;23;141569;46;2;40;1
2020;3;2;18;547838;38;3;19;3
2021;3;1;8;454005;34;2;79;2
2020;4;3;14;448855;38;2;99;3
2022;4;4;29;403868;32;2;72;1
2022;2;2;12;473267;35;2;10;3
2022;3;1;5;126855;51;2;63;2
2022;1;3;16;324565;10;2;45;1
2022;3;3;49;380230;15;1;95;4
2020;1;3;5;163250;35;3;95;4
2020;4;3;34;546962;57;1;55;3
2020;3;1;37;394405;10;3;16;2
2022;2;3;13;17108;46;1;21;1
2021;2;1;8;589118;13;1;17;2
2022;1;1;3;506474;13;2;90;2
2020;1;2;39;36533;33;3;33;3
2021;2;3;21;356968;39;1;83;3
2021;2;2;2;135563;11;1;23;2
2022;3;1;5;70085;23;3;60;4
2020;3;2;19;51703;5;3;72;1
2021;4;3;17;345086;6;3;83;4
2021;2;3;36;112131;41;1;73;4
2020;3;1;21;11305;14;2;44;4
2022;2;3;11;197554;12;2;57;3
2020;3;3;50;173494;25;2;81;3
2020;4;4;13;321181;56;3;65;3
2020;4;3;26;229666;8;2;77;1
2022;4;2;49;377453;2;3;17;3
2021;3;1;47;422627;53;3;92;3
2020;4;1;35;410559;49;3;8;1
2020;3;1;5;486203;11;3;48;1
2020;1;3;6;53741;22;1;4;1
2022;2;4;29;582162;8;2;67;3
2021;3;1;17;508674;53;1;55;2
2020;2;3;9;334021;17;2;56;2
2020;1;3;14;597323;22;2;17;2
2021;2;4;37;566477;22;1;56;4
2022;1;4;19;577712;42;2;74;1
2022;2;3;47;34164;31;2;50;3
2020;3;3;34;587098;14;2;49;1
2020;2;2;16;86457;38;3;38;1
2022;1;3;13;218465;33;3;25;1
2020;2;3;12;72258;9;3;43;1
2022;2;1;40;463370;28;1;8;1
2020;1;1;14;528319;41;2;54;2
2022;1;1;33;491114;25;3;7;2
2020;1;1;40;559504;36;1;28;4
2021;3;2;33;448487;12;1;17;2
2021;1;1;49;152166;2;1;52;4
2022;2;3;44;278039;44;2;44;3
2020;2;2;18;591681;12;3;39;1
2022;4;4;17;435079;51;1;37;2
2022;1;2;12;372744;30;2;77;2
2022;1;4;5;171779;38;2;31;1
2022;4;4;25;178353;53;1;38;3
2021;1;2;7;535912;50;3;93;3
2022;1;3;6;408699;53;1;68;4
2022;2;1;9;182990;31;3;70;4
2021;1;4;39;417701;5;3;37;1
2022;2;3;3;231385;25;3;28;1
2020;2;3;22;125324;12;1;44;4
2021;2;2;22;170883;56;2;92;3
2020;4;4;38;520966;40;3;88;1
2020;3;3;45;164411;13;3;44;2
2021;3;1;5;297722;38;2;27;2
2020;1;1;11;368456;20;2;94;2
2021;1;1;35;474719;33;1;36;1
2020;1;4;27;118447;47;1;81;1
2022;2;4;24;81977;50;2;25;1
2022;4;2;44;302927;38;3;40;4
2022;2;3;12;184530;38;3;6;1
2020;3;4;14;92304;34;2;96;3
2020;4;4;40;331942;30;3;34;4
2020;1;1;23;297554;28;2;48;2
2021;2;1;23;570897;23;1;98;4
2021;2;3;49;298616;12;1;75;4
2020;1;4;11;451076;1;2;31;1
2020;1;1;13;452921;9;2;3;2
2022;3;3;44;81533;19;1;42;1
2021;2;4;7;260758;7;3;89;4
2021;4;4;1;473705;56;2;51;2
2020;1;1;6;488839;16;1;39;4
2021;4;4;13;537189;15;3;81;2
2022;3;4;5;276297;40;2;32;3
2020;4;4;30;333386;55;3;1;2
2022;4;3;38;149232;17;2;77;1
2022;3;1;37;576832;26;3;63;4
2020;1;2;15;94012;28;1;26;2
2021;1;1;6;434839;22;2;64;2
2022;1;3;2;131561;4;3;16;3
2021;3;4;29;496332;6;1;47;2
2021;4;3;1;438419;47;2;82;4
2020;4;2;3;134028;7;3;58;1
2021;4;1;42;523320;37;1;17;2
2021;1;4;45;213339;15;3;5;1
2022;4;2;36;176550;30;3;69;3
2022;4;2;13;114962;9;1;54;1
2022;1;3;16;92521;30;3;45;4
2022;3;2;25;467622;40;2;40;3
2022;3;1;5;294457;11;1;54;2
2020;3;2;36;54564;24;2;97;1
2021;1;2;29;549195;10;1;67;2
2022;2;4;41;285522;7;1;50;4
2020;4;1;42;470293;1;1;41;2
2021;3;3;39;144192;39;3;59;4
2020;4;2;9;224229;31;1;90;1
2021;3;3;22;95074;23;3;81;2
2020;3;3;23;314632;18;3;31;4
2020;3;1;25;76210;9;2;95;1
2022;1;4;48;454770;47;1;31;3
2021;2;2;1;39613;25;2;31;1
2021;2;4;12;168713;51;1;42;3
2021;2;4;31;229086;39;1;31;3
2021;2;2;24;439034;57;2;74;3
2022;2;4;44;576777;32;3;75;1
2022;1;1;37;494341;14;1;96;4
2022;1;3;20;392569;36;1;25;4
2021;1;3;11;577207;20;3;60;1
2022;2;3;22;405103;22;2;76;3
2021;2;3;50;599888;17;2;98;2
2020;2;3;20;438568;10;3;87;1
2022;3;1;4;419503;32;1;1;3
2020;4;1;10;306147;35;3;88;2
2022;2;1;37;39809;40;2;77;3
2020;1;2;27;181360;22;1;79;2
2022;3;1;42;302390;4;1;86;2
2020;3;3;35;309050;27;1;100;2
2022;2;4;21;423008;30;2;36;2
2022;4;3;4;44428;46;3;44;1
2022;2;4;44;502012;1;2;93;1
2020;2;2;34;249563;13;1;90;4
2022;4;2;45;493304;41;2;88;4
2020;2;4;44;45036;56;1;93;4
2020;2;2;4;144959;44;3;81;1
2022;1;1;28;329419;27;2;2;3
2020;1;2;40;23333;30;2;64;4
2020;1;1;47;440424;36;3;86;3
2022;1;1;16;37928;18;2;41;4
2022;2;1;19;222790;39;3;31;4
2020;3;1;1;428205;10;2;49;2
2022;1;3;43;462482;3;3;99;1
2020;2;3;22;559174;3;1;51;3
2020;3;1;20;463785;9;3;80;3
2021;3;4;1;437638;2;3;39;1
2020;2;3;48;488443;17;3;11;3
2020;3;3;44;543789;49;1;88;3
2022;2;1;12;445938;35;1;42;1
2022;1;1;48;181035;42;1;44;2
2020;1;1;49;471664;14;1;16;4
2021;1;2;4;568789;46;2;79;2
2021;4;4;5;435369;52;2;53;3
2022;2;1;42;204370;23;2;90;2
2020;1;1;32;566780;37;3;21;1
2021;4;1;49;436159;23;1;2;4
2021;2;4;44;342853;7;1;17;4
2020;2;2;48;467927;17;2;60;3
2021;3;1;23;283842;17;1;2;3
2021;4;1;31;372299;10;1;58;2
2022;4;4;13;509303;23;1;45;3
2021;2;3;9;374286;55;2;39;3
2022;4;1;3;335071;51;1;17;2
2022;4;4;40;186814;9;2;79;4
2020;1;3;30;23660;12;3;33;4
2022;4;2;48;311477;34;2;10;4
2022;2;1;25;520913;44;3;57;1
2020;4;1;12;38491;19;1;78;4
2021;4;1;23;428654;43;1;17;4
2021;3;3;47;333389;23;1;82;2
2022;4;3;48;133447;52;1;11;1
2022;4;2;43;10884;38;2;71;1
2020;1;3;1;578427;7;3;73;1
2021;1;3;45;93358;24;2;14;4
2021;1;3;9;555926;18;3;18;2
2020;2;3;31;58244;51;2;90;1
2022;4;2;4;103518;34;2;72;3
2021;2;3;16;65093;38;3;93;1
2021;3;3;28;321398;8;1;12;4
2021;2;2;2;582118;51;1;71;1
2022;3;1;31;379968;16;3;18;1
2022;2;1;16;87843;3;2;75;1
2021;4;2;42;422034;18;3;11;3
2022;3;2;48;208289;32;2;44;1
2020;1;4;4;249838;19;1;83;2
2021;4;4;21;419717;39;3;63;1
2020;2;3;26;22728;24;1;78;1
2021;1;1;15;226885;1;1;1;4
2021;1;1;17;180403;52;3;54;1
2021;2;4;20;342434;13;2;71;1
2020;4;3;26;380502;49;2;58;2
2022;4;3;50;136205;46;2;61;4
2021;3;2;4;169618;56;3;57;3
2020;1;2;30;76133;5;3;58;2
2020;2;3;12;374169;40;3;8;2
2021;2;2;49;204828;31;2;79;3
2020;3;3;28;592549;25;1;30;4
2020;3;3;45;191242;38;3;11;3
2021;1;4;35;220837;6;2;34;3
2022;2;4;32;43608;39;1;35;3
2022;3;2;45;281186;40;1;19;4
2021;4;4;50;583929;35;2;31;3
2022;2;1;17;419788;12;3;77;1
2021;2;4;2;442038;50;3;41;2
2022;1;2;5;416831;56;3;56;1
2022;4;1;14;177958;31;3;57;3
2020;1;3;50;220749;49;1;89;4
2022;3;3;33;403578;24;3;19;1
2022;2;3;13;382377;25;1;2;3
2022;4;1;7;402819;14;2;56;3
2020;1;2;7;67978;54;1;80;4
2021;1;3;30;18460;54;3;31;4
2021;3;2;20;448151;5;2;6;3
2021;2;1;4;481728;40;3;78;1
2020;2;1;35;246564;54;3;28;2
2022;4;2;16;438480;11;1;58;3
2022;2;4;4;245195;41;1;21;3
2021;1;3;15;129530;9;1;35;2
2020;2;1;31;393141;25;1;57;1
2022;1;1;45;406144;13;1;26;1
2020;4;3;13;317380;29;1;24;4
2021;1;3;29;412895;18;1;35;1
2022;3;1;22;404187;37;2;78;4
2022;1;2;41;381465;31;3;49;2
2020;1;4;14;168686;37;1;95;1
2020;2;4;32;76151;27;3;85;1
2022;4;4;22;458842;15;3;20;3
2021;4;1;36;514635;4;2;55;4
2020;2;1;44;290986;56;2;83;1
2021;4;2;28;85128;2;3;20;2
2022;2;3;26;509155;57;1;64;2
2020;2;4;27;93063;35;1;4;2
2020;4;4;46;450010;24;3;24;4
2022;2;2;25;22235;14;3;38;3
2022;1;4;33;442897;51;2;64;4
2022;3;4;5;565996;41;1;88;4
2020;1;4;18;480488;35;3;69;4
2022;1;3;8;264807;55;2;32;2
2020;3;4;31;378402;24;1;62;2
2022;4;2;42;595721;30;3;16;4
2020;2;4;18;140812;14;1;92;4
2020;3;4;21;271032;30;1;47;2
2020;1;3;12;307083;2;1;66;1
2021;2;3;45;518529;8;1;88;1
2022;2;4;26;276624;9;1;31;1
2020;4;1;19;363507;10;2;16;3
2022;3;4;21;346488;38;2;89;3
2020;4;2;31;484429;41;1;96;4
2022;2;1;39;570234;26;2;50;1
2022;4;2;8;558606;3;3;15;3
2022;2;4;15;472111;24;2;19;2
2021;4;3;8;148185;42;2;92;3
2020;3;1;42;410487;34;2;100;4
2022;4;3;35;171263;37;1;75;1
2020;2;2;10;516411;9;3;27;1
2022;4;3;45;124319;8;3;28;2
2021;2;3;31;384641;50;3;45;4
2022;2;2;31;493424;47;3;44;3
2021;1;4;25;346434;29;1;55;2
2020;1;4;20;156413;39;2;67;4
2021;3;3;28;280232;27;3;15;4
2021;2;4;39;85001;54;3;69;3
2020;2;3;1;595577;39;1;17;1
2020;4;1;30;304612;43;1;29;2
2022;2;2;37;273768;29;3;34;3
2020;4;3;23;480398;55;3;37;2
2022;1;1;15;56722;50;3;45;2
2021;2;1;2;402359;21;2;7;4
2021;2;2;49;87692;2;1;31;3
2022;2;2;41;218294;12;1;9;1
2020;4;4;40;527660;37;1;44;3
2022;4;3;9;60463;11;3;1;3
2021;2;2;41;551830;35;2;50;3
2021;4;1;27;411717;43;3;58;4
2021;4;3;20;564019;47;1;50;4
2022;3;3;17;302659;12;2;88;3
2021;1;3;15;470919;5;1;4;1
2022;1;3;32;288775;54;3;79;4
2021;1;1;9;403356;6;2;62;3
2020;4;4;44;533882;20;3;28;4
2022;4;1;25;228848;43;3;62;1
2021;1;2;38;50220;44;1;19;2
2021;1;4;38;472047;29;2;33;4
2022;3;1;9;72376;42;1;19;3
2022;3;2;30;381996;54;1;92;2
2022;2;2;24;506409;38;1;4;4
2021;1;4;34;119629;37;2;27;3
2021;3;2;48;281528;16;1;32;3
2022;2;4;9;104102;20;1;59;1
2021;1;1;21;237874;51;3;34;2
2022;3;4;21;293928;35;1;20;3
2022;1;4;5;199423;15;1;44;2
2021;2;2;46;523443;13;2;73;2
2020;2;4;31;487584;50;2;10;4
2020;2;3;31;255643;31;2;43;4
2020;3;4;46;94685;55;3;90;4
2022;4;2;22;2240;8;3;51;4
2021;1;2;8;582096;51;3;23;3
2022;2;3;9;501828;16;2;42;2
2021;2;3;23;225280;49;1;45;1
2022;1;1;49;573914;52;1;4;1
2021;1;4;8;455674;50;1;25;4
2022;1;4;21;527563;9;3;77;4
2022;1;4;45;450253;43;1;19;4
2022;2;3;8;23662;30;2;67;3
2020;2;2;35;554986;30;2;67;4
2020;3;2;1;590095;47;1;17;2
2021;1;1;33;215803;24;1;20;1
2021;4;1;19;595047;36;3;69;2
2022;4;1;24;330419;38;2;50;1
2022;4;2;35;423850;9;2;49;1
2020;4;3;31;516849;20;1;62;4
2021;2;4;42;111579;15;2;46;2
2021;3;1;1;240842;2;3;93;1
2022;4;2;9;250532;29;3;76;3
2020;1;2;10;84860;43;3;77;3
2021;1;3;31;323107;56;1;13;4
2020;4;1;24;21214;26;2;85;1
2022;4;3;25;467595;46;2;89;3
2020;2;1;15;260305;4;2;72;1
2022;4;4;29;16332;31;3;9;1
2022;2;3;38;210574;8;2;2;1
2022;2;2;14;268876;51;2;51;1
2020;1;2;11;374587;37;2;5;1
2021;3;2;39;402845;29;3;12;4
2021;2;4;23;540427;8;2;31;3
2022;3;2;37;427401;12;3;79;2
2020;1;1;12;132384;48;2;30;4
2021;4;1;39;255917;41;3;99;1
2022;3;2;28;3585;38;1;43;1
2022;4;2;18;377316;46;3;51;4
2022;1;1;8;492029;54;2;75;4
2021;3;1;20;172181;1;2;80;4
2020;1;3;39;41053;25;1;35;2
2020;2;3;27;521467;33;3;10;3
2020;1;4;9;11910;12;1;35;4
2020;4;2;14;400020;31;2;21;4
2020;4;4;28;478638;23;3;65;3
2022;1;2;13;443267;30;1;96;3
2021;2;4;38;513372;39;2;60;3
2020;2;2;26;289892;49;2;22;2
2020;3;2;5;590749;47;1;21;4
2022;3;3;49;193346;4;2;80;4
2021;1;2;50;163346;18;3;25;1
2021;1;3;10;495352;5;3;19;1
2022;3;4;26;414033;39;1;53;2
2020;4;3;42;343405;6;3;63;1
2020;1;1;7;184078;1;2;97;2
2021;2;2;4;85381;47;2;99;2
2021;3;4;5;89444;30;1;5;1
2020;4;1;24;499584;8;1;23;1
2020;1;1;35;368897;37;1;91;3
2020;1;1;34;324044;16;1;2;1
2021;3;3;44;455787;4;3;27;3
2020;1;4;30;484618;49;3;50;1
2022;1;1;46;113075;25;3;2;2
2021;1;2;22;502554;36;3;46;3
2021;3;3;30;313577;26;3;32;4
2022;3;3;5;527507;41;2;69;1
2020;3;2;8;559013;18;1;50;3
2021;2;2;6;107050;18;2;77;4
2020;2;2;8;97833;34;1;60;4
2020;3;4;18;234612;26;2;26;4
2020;4;3;15;300135;29;3;40;4
2020;2;2;30;206752;23;2;32;3
2020;4;3;30;372735;13;3;25;1
2021;2;2;5;382703;27;3;91;1
2022;3;4;49;175940;7;2;83;3
2020;3;2;11;593070;25;1;73;4
2021;3;1;4;129818;53;3;93;4
2021;4;4;17;310152;49;3;3;2
2020;2;2;36;24458;30;3;51;3
2022;2;1;2;50602;2;3;17;3
2022;2;2;2;567979;25;2;91;2
2021;4;4;7;67819;2;1;36;4
2021;2;3;45;20143;7;1;7;1
2022;1;4;40;123631;8;1;2;1
2022;2;4;47;486436;31;1;99;2
2021;1;4;17;162391;30;2;62;2
2021;2;3;41;292510;25;3;37;1
2021;3;3;20;362285;16;1;16;2
2021;3;3;15;517924;33;2;37;2
2022;3;3;27;28930;46;1;21;2
2021;1;1;24;475978;57;1;32;2
2020;3;1;22;170369;25;1;78;1
2021;1;4;14;499867;28;1;22;1
2020;4;4;15;215919;22;1;9;4
2022;4;1;50;453225;39;3;27;1
2022;2;3;23;418388;56;1;32;2
2020;3;2;2;199057;40;2;78;4
2021;4;2;16;308096;10;2;40;3
2022;4;1;11;382944;3;2;63;2
2022;1;1;13;378051;3;2;67;1
2020;1;3;41;484529;50;1;64;4
2021;2;4;22;448204;18;2;1;1
2022;3;2;43;26243;32;2;74;2
2021;1;4;27;563286;46;3;18;2
2021;1;1;41;34865;16;3;53;4
2021;2;3;42;504230;29;2;77;4
2022;4;3;23;386478;54;2;86;2
2022;1;3;32;167683;16;1;18;2
2021;1;1;1;388731;21;3;34;4
2021;2;4;37;484415;39;1;13;3
2021;1;2;23;526196;20;1;83;1
2022;2;4;34;531022;16;3;29;2
2021;4;4;3;437796;44;2;3;1
2020;1;4;48;165270;9;2;26;2
2022;3;3;38;328619;8;1;92;4
2021;2;2;30;305304;35;2;88;4
2020;1;4;27;200265;7;2;62;3
2021;1;2;45;278315;35;3;38;4
2020;2;2;4;399516;40;3;32;2
2022;2;2;11;333508;12;2;94;4
2022;2;3;4;347728;15;2;92;2
2021;1;3;19;450116;52;2;42;2
2022;3;1;30;274725;6;1;37;3
2020;4;1;46;221786;52;3;98;2
2020;3;4;6;536145;17;3;45;1
2022;1;2;23;513221;43;2;52;4
2021;1;2;21;253073;10;2;2;4
2020;2;4;31;24415;25;3;29;3
2022;1;2;46;4766;48;3;50;3
2020;2;4;30;186072;40;1;93;2
2020;1;2;45;146929;57;2;51;2
2021;4;1;40;431441;33;1;12;1
2021;4;1;24;39848;3;2;87;2
2021;4;2;10;224200;23;1;57;3
2020;3;2;7;288428;18;2;35;1
2021;1;1;49;445914;55;3;82;3
2022;1;2;4;467943;22;1;37;4
2021;2;3;38;142038;41;1;34;2
2022;1;4;28;245473;30;2;98;4
2021;3;4;36;225077;36;1;21;1
2022;2;2;37;399486;9;2;77;3
2022;3;3;49;370984;35;1;82;3
2020;1;4;47;257575;49;2;44;1
2020;4;2;8;232247;46;1;27;2
2022;4;2;21;172626;38;1;21;1
2022;2;3;34;241710;26;3;81;4
2020;2;2;28;249356;15;3;61;3
2021;3;3;39;272144;5;3;55;2
2021;3;1;25;380579;10;1;89;3
2020;2;4;23;379281;52;1;15;3
2020;4;1;17;207515;11;3;15;2
2021;4;3;17;498363;49;1;64;1
2021;4;2;45;138109;2;3;27;1
2021;4;4;50;372318;43;1;60;3
2020;4;1;38;423313;37;3;25;2
2021;3;4;12;374285;57;3;97;3
2020;3;2;17;540736;15;2;11;4
2020;4;1;45;82526;16;3;16;3
2021;4;4;42;205535;27;1;5;2
2021;2;1;25;71762;18;3;97;3
2021;2;2;42;500463;15;2;57;2
2020;2;1;9;471197;38;2;73;1
2022;2;3;25;594136;29;2;11;4
2022;4;4;37;380094;4;2;19;2
2022;3;2;41;147872;10;1;35;3
2021;4;2;40;55960;54;2;47;4
2022;2;2;19;437243;50;3;15;4
2022;2;1;46;429251;32;2;44;2
2020;2;3;12;582113;42;3;54;2
2021;4;2;40;46823;33;3;41;1
2022;3;4;25;135348;6;2;7;1
